idSite	campaign_id	banner_id	device	ad_group_id	criteria_id	avg_click_position	slot	location_of_presence_id	AdRetargetindId	placement	AdTargetId	AdvertisingSystem	DRF	utm_content	utm_term	utm_medium	utm_campaign	utm_source	date	impressions	clicks	cost	integration_id	sign	avg_impression_position	referrerTypeName	source_medium	marketing_source	traffic_channel	account_login	location_of_presence_name	avg_impression_position_round	avg_click_position_round	effective_impressions
32	30735633	4950543719	desktop	2989727609	7219426	--	other	10716	none	acomics.ru	none	yandex direct	none	ekskluzivnye	byli_na_saite_net_celi	cpc	retargeting	yandex	2019-01-02	6	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456352	mobile	2989727610	7219442	--	other	10716	none	afisha.mail.ru	none	yandex direct	none	vzrivnie	byli_bolshe_3_net_celi	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543721	desktop	2989727610	7219442	--	other	10716	none	aftershock.su	none	yandex direct	none	ekskluzivnye	byli_bolshe_3_net_celi	cpc	landing_set	yandex	2019-01-02	59	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456352	desktop	2989727610	7219442	--	other	10716	none	auto.ru	none	yandex direct	none	vzrivnie	byli_bolshe_3_net_celi	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543721	desktop	2989727610	7219442	--	other	10716	none	auto.ru	none	yandex direct	none	ekskluzivnye	byli_bolshe_3_net_celi	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543723	desktop	2989727611	7219444	--	other	10716	none	auto.ru	none	yandex direct	none	ekskluzivnye	glubina_bolshe_2_net_celi	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456351	desktop	2989727609	7219426	--	other	10716	none	avito.ru	none	yandex direct	none	vzrivnie	byli_na_saite_net_celi	cpc	retargeting	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456352	desktop	2989727610	7219442	--	other	10716	none	avito.ru	none	yandex direct	none	vzrivnie	byli_bolshe_3_net_celi	cpc	landing_set	yandex	2019-01-02	3	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456354	desktop	2989727612	7219448	--	other	10716	none	avito.ru	none	yandex direct	none	vzrivnie	vernuvshiesya_posetiteli	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543719	desktop	2989727609	7219426	--	other	10716	none	avito.ru	none	yandex direct	none	ekskluzivnye	byli_na_saite_net_celi	cpc	retargeting	yandex	2019-01-02	3	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543721	desktop	2989727610	7219442	--	other	10716	none	avito.ru	none	yandex direct	none	ekskluzivnye	byli_bolshe_3_net_celi	cpc	landing_set	yandex	2019-01-02	7	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543723	desktop	2989727611	7219444	--	other	10716	none	avito.ru	none	yandex direct	none	ekskluzivnye	glubina_bolshe_2_net_celi	cpc	landing_set	yandex	2019-01-02	18	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543721	desktop	2989727610	7219442	--	other	10716	none	championat.com	none	yandex direct	none	ekskluzivnye	byli_bolshe_3_net_celi	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543723	desktop	2989727611	7219444	--	other	10716	none	championat.com	none	yandex direct	none	ekskluzivnye	glubina_bolshe_2_net_celi	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456351	mobile	2989727609	7219426	--	other	10716	none	com.avito.android	none	yandex direct	none	vzrivnie	byli_na_saite_net_celi	cpc	retargeting	yandex	2019-01-02	8	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543719	mobile	2989727609	7219426	--	other	10716	none	com.avito.android	none	yandex direct	none	ekskluzivnye	byli_na_saite_net_celi	cpc	retargeting	yandex	2019-01-02	11	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456351	mobile	2989727609	7219426	--	other	10716	none	com.cleanmaster.mguard	none	yandex direct	none	vzrivnie	byli_na_saite_net_celi	cpc	retargeting	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456352	mobile	2989727610	7219442	--	other	10716	none	com.cleanmaster.mguard	none	yandex direct	none	vzrivnie	byli_bolshe_3_net_celi	cpc	landing_set	yandex	2019-01-02	4	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456354	mobile	2989727612	7219448	--	other	10716	none	com.cleanmaster.mguard	none	yandex direct	none	vzrivnie	vernuvshiesya_posetiteli	cpc	landing_set	yandex	2019-01-02	23	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456351	desktop	2989727609	7219426	--	other	10716	none	ctc.ru	none	yandex direct	none	vzrivnie	byli_na_saite_net_celi	cpc	retargeting	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456352	desktop	2989727610	7219442	--	other	10716	none	disk.yandex.ru	none	yandex direct	none	vzrivnie	byli_bolshe_3_net_celi	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456353	desktop	2989727611	7219444	--	other	10716	none	disk.yandex.ru	none	yandex direct	none	vzrivnie	glubina_bolshe_2_net_celi	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456353	mobile	2989727611	7219444	--	other	10716	none	disk.yandex.ru	none	yandex direct	none	vzrivnie	glubina_bolshe_2_net_celi	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456354	desktop	2989727612	7219448	--	other	10716	none	disk.yandex.ru	none	yandex direct	none	vzrivnie	vernuvshiesya_posetiteli	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543719	desktop	2989727609	7219426	--	other	10716	none	disk.yandex.ru	none	yandex direct	none	ekskluzivnye	byli_na_saite_net_celi	cpc	retargeting	yandex	2019-01-02	6	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543725	desktop	2989727612	7219448	--	other	10716	none	disk.yandex.ru	none	yandex direct	none	ekskluzivnye	vernuvshiesya_posetiteli	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456351	desktop	2989727609	7219426	--	other	10716	none	docplayer.ru	none	yandex direct	none	vzrivnie	byli_na_saite_net_celi	cpc	retargeting	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456353	mobile	2989727611	7219444	--	other	10716	none	drive2.ru	none	yandex direct	none	vzrivnie	glubina_bolshe_2_net_celi	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543723	mobile	2989727611	7219444	--	other	10716	none	drive2.ru	none	yandex direct	none	ekskluzivnye	glubina_bolshe_2_net_celi	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543723	mobile	2989727611	7219444	--	other	10716	none	fb.ru	none	yandex direct	none	ekskluzivnye	glubina_bolshe_2_net_celi	cpc	landing_set	yandex	2019-01-02	2	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456352	mobile	2989727610	7219442	--	other	10716	none	ferra.ru	none	yandex direct	none	vzrivnie	byli_bolshe_3_net_celi	cpc	landing_set	yandex	2019-01-02	2	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543721	mobile	2989727610	7219442	--	other	10716	none	ferra.ru	none	yandex direct	none	ekskluzivnye	byli_bolshe_3_net_celi	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456354	mobile	2989727612	7219448	--	other	10716	none	garim-parim.ru	none	yandex direct	none	vzrivnie	vernuvshiesya_posetiteli	cpc	landing_set	yandex	2019-01-02	2	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456352	desktop	2989727610	7219442	--	other	10716	none	gazeta.ru	none	yandex direct	none	vzrivnie	byli_bolshe_3_net_celi	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543721	desktop	2989727610	7219442	--	other	10716	none	gazeta.ru	none	yandex direct	none	ekskluzivnye	byli_bolshe_3_net_celi	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456353	desktop	2989727611	7219444	--	other	10716	none	greatchat.ru	none	yandex direct	none	vzrivnie	glubina_bolshe_2_net_celi	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543723	desktop	2989727611	7219444	--	other	10716	none	habrahabr.ru	none	yandex direct	none	ekskluzivnye	glubina_bolshe_2_net_celi	cpc	landing_set	yandex	2019-01-02	2	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456351	desktop	2989727609	7219426	--	other	10716	none	images.yandex.ru	none	yandex direct	none	vzrivnie	byli_na_saite_net_celi	cpc	retargeting	yandex	2019-01-02	2	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456354	desktop	2989727612	7219448	--	other	10716	none	images.yandex.ru	none	yandex direct	none	vzrivnie	vernuvshiesya_posetiteli	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543719	desktop	2989727609	7219426	--	other	10716	none	images.yandex.ru	none	yandex direct	none	ekskluzivnye	byli_na_saite_net_celi	cpc	retargeting	yandex	2019-01-02	6	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543721	desktop	2989727610	7219442	--	other	10716	none	images.yandex.ru	none	yandex direct	none	ekskluzivnye	byli_bolshe_3_net_celi	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543719	desktop	2989727609	7219426	--	other	10716	none	iohotnik.ru	none	yandex direct	none	ekskluzivnye	byli_na_saite_net_celi	cpc	retargeting	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543721	mobile	2989727610	7219442	--	other	10716	none	izvestia.ru	none	yandex direct	none	ekskluzivnye	byli_bolshe_3_net_celi	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456351	desktop	2989727609	7219426	--	other	10716	none	kinopoisk.ru	none	yandex direct	none	vzrivnie	byli_na_saite_net_celi	cpc	retargeting	yandex	2019-01-02	2	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456354	desktop	2989727612	7219448	--	other	10716	none	kinopoisk.ru	none	yandex direct	none	vzrivnie	vernuvshiesya_posetiteli	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456351	desktop	2989727609	7219426	--	other	10716	none	knigavuhe.ru	none	yandex direct	none	vzrivnie	byli_na_saite_net_celi	cpc	retargeting	yandex	2019-01-02	2	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543719	desktop	2989727609	7219426	--	other	10716	none	lady.mail.ru	none	yandex direct	none	ekskluzivnye	byli_na_saite_net_celi	cpc	retargeting	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543719	mobile	2989727609	7219426	--	other	10716	none	lifehacker.ru	none	yandex direct	none	ekskluzivnye	byli_na_saite_net_celi	cpc	retargeting	yandex	2019-01-02	3	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456354	desktop	2989727612	7219448	--	other	10716	none	livejournal.com	none	yandex direct	none	vzrivnie	vernuvshiesya_posetiteli	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543721	desktop	2989727610	7219442	--	other	10716	none	livejournal.com	none	yandex direct	none	ekskluzivnye	byli_bolshe_3_net_celi	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543723	desktop	2989727611	7219444	--	other	10716	none	livejournal.com	none	yandex direct	none	ekskluzivnye	glubina_bolshe_2_net_celi	cpc	landing_set	yandex	2019-01-02	4	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456353	mobile	2989727611	7219444	--	other	10716	none	m.mail.yandex.ru	none	yandex direct	none	vzrivnie	glubina_bolshe_2_net_celi	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543719	mobile	2989727609	7219426	--	other	10716	none	m.mail.yandex.ru	none	yandex direct	none	ekskluzivnye	byli_na_saite_net_celi	cpc	retargeting	yandex	2019-01-02	8	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456353	mobile	2989727611	7219444	--	other	10716	none	m.news.rambler.ru	none	yandex direct	none	vzrivnie	glubina_bolshe_2_net_celi	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456351	mobile	2989727609	7219426	--	other	10716	none	m.news.yandex.ru	none	yandex direct	none	vzrivnie	byli_na_saite_net_celi	cpc	retargeting	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456353	mobile	2989727611	7219444	--	other	10716	none	m.news.yandex.ru	none	yandex direct	none	vzrivnie	glubina_bolshe_2_net_celi	cpc	landing_set	yandex	2019-01-02	2	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456353	mobile	2989727611	7219444	--	other	10716	none	m.pogoda.yandex.ru	none	yandex direct	none	vzrivnie	glubina_bolshe_2_net_celi	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456353	mobile	2989727611	7219444	--	other	10716	none	m.video.yandex.ru	none	yandex direct	none	vzrivnie	glubina_bolshe_2_net_celi	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456354	mobile	2989727612	7219448	--	other	10716	none	m.video.yandex.ru	none	yandex direct	none	vzrivnie	vernuvshiesya_posetiteli	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456353	desktop	2989727611	7219444	--	other	10716	none	mail.ru	none	yandex direct	none	vzrivnie	glubina_bolshe_2_net_celi	cpc	landing_set	yandex	2019-01-02	4	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456354	desktop	2989727612	7219448	--	other	10716	none	mail.ru	none	yandex direct	none	vzrivnie	vernuvshiesya_posetiteli	cpc	landing_set	yandex	2019-01-02	6	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543721	desktop	2989727610	7219442	--	other	10716	none	mail.ru	none	yandex direct	none	ekskluzivnye	byli_bolshe_3_net_celi	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543723	desktop	2989727611	7219444	--	other	10716	none	mail.ru	none	yandex direct	none	ekskluzivnye	glubina_bolshe_2_net_celi	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456351	desktop	2989727609	7219426	--	other	10716	none	mail.yandex.ru	none	yandex direct	none	vzrivnie	byli_na_saite_net_celi	cpc	retargeting	yandex	2019-01-02	25	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456353	desktop	2989727611	7219444	--	other	10716	none	mail.yandex.ru	none	yandex direct	none	vzrivnie	glubina_bolshe_2_net_celi	cpc	landing_set	yandex	2019-01-02	2	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4904456354	desktop	2989727612	7219448	--	other	10716	none	mail.yandex.ru	none	yandex direct	none	vzrivnie	vernuvshiesya_posetiteli	cpc	landing_set	yandex	2019-01-02	9	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543719	desktop	2989727609	7219426	--	other	10716	none	mail.yandex.ru	none	yandex direct	none	ekskluzivnye	byli_na_saite_net_celi	cpc	retargeting	yandex	2019-01-02	5	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543721	desktop	2989727610	7219442	--	other	10716	none	mail.yandex.ru	none	yandex direct	none	ekskluzivnye	byli_bolshe_3_net_celi	cpc	landing_set	yandex	2019-01-02	2	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543723	desktop	2989727611	7219444	--	other	10716	none	mail.yandex.ru	none	yandex direct	none	ekskluzivnye	glubina_bolshe_2_net_celi	cpc	landing_set	yandex	2019-01-02	2	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543725	desktop	2989727612	7219448	--	other	10716	none	mail.yandex.ru	none	yandex direct	none	ekskluzivnye	vernuvshiesya_posetiteli	cpc	landing_set	yandex	2019-01-02	4	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543719	desktop	2989727609	7219426	--	other	10716	none	mangalib.me	none	yandex direct	none	ekskluzivnye	byli_na_saite_net_celi	cpc	retargeting	yandex	2019-01-02	4	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543721	desktop	2989727610	7219442	--	other	10716	none	maps.yandex.ru	none	yandex direct	none	ekskluzivnye	byli_bolshe_3_net_celi	cpc	landing_set	yandex	2019-01-02	4	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543723	desktop	2989727611	7219444	--	other	10716	none	maps.yandex.ru	none	yandex direct	none	ekskluzivnye	glubina_bolshe_2_net_celi	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543725	desktop	2989727612	7219448	--	other	10716	none	maps.yandex.ru	none	yandex direct	none	ekskluzivnye	vernuvshiesya_posetiteli	cpc	landing_set	yandex	2019-01-02	5	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543719	desktop	2989727609	7219426	--	other	10716	none	market.yandex.ru	none	yandex direct	none	ekskluzivnye	byli_na_saite_net_celi	cpc	retargeting	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543725	desktop	2989727612	7219448	--	other	10716	none	metro.yandex.ru	none	yandex direct	none	ekskluzivnye	vernuvshiesya_posetiteli	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
32	30735633	4950543723	desktop	2989727611	7219444	--	other	10716	none	mineavto.ru	none	yandex direct	none	ekskluzivnye	glubina_bolshe_2_net_celi	cpc	landing_set	yandex	2019-01-02	1	0	0.00	57	1	--	Campaigns	yandex/cpc	yandex	cpc	clid0210-1	Балашиха	--	--	0
