source_medium	campaignName	campaignKeyword	deviceType_standard	day_of_week	campaignContent	nb_conversions	nb_visits	conversion_rate
none	not_set	not_set	Tablet	Четверг	recept	5	35	14.29
none	march_8_march_2018	not_set	not_set	Вторник	not_set	97	97	100
yandex/cpc	not_set	not_set	not_set	not_set	internet_mag	91	79	115.19
yandex/cpc	not_set	что подарить маме на 8 марта	not_set	Четверг	not_set	48	231	20.78
com.google.android.googlequicksearchbox/organic	not_set	none	not_set	Суббота	not_set	172	495	34.75
none	not_set	not_set	not_set	Пятница	not_set	1599	4243	37.69
yandex/cpc	32725067.magaziny_mo_poisk	not_set	Desktop	Суббота	not_set	27	47	57.45
none	adwords	not_set	Desktop	Вторник	not_set	56	240	23.33
yandex/cpc	33197703.8_marta_rf_set	not_set	not_set	not_set	not_set	74	175	42.29
none	not_set	что подарить жене на 8 марта	Mobile	Четверг	not_set	4	50	8
yandex/cpc	not_set	букет из конфет купить	not_set	not_set	not_set	22	63	34.92
none	not_set	что подарить женщине	not_set	not_set	not_set	18	65	27.69
none	not_set	(adwords) t-loves.narod.ru	not_set	not_set	not_set	6	22	27.27
none	not_set	8_march_7_days	not_set	not_set	not_set	13	31	41.94
www.confael.ru/referral	not_set	not_set	Mobile	Пятница	none	127	106	119.81
none	33205640.podarki_zhenshchinam_mo_poisk	not_set	not_set	Вторник	not_set	96	351	27.35
none	not_set	not_set	not_set	not_set	naidete	3979	12554	31.7
com.google.android.googlequicksearchbox/organic	not_set	not_set	Tablet	not_set	not_set	13	44	29.55
googleads.g.doubleclick.net/campaigns	not_set	not_set	Mobile	Суббота	none	289	1930	14.97
none	not_set	not_set	not_set	Понедельник	not_set	4093	7920	51.68
tpc.googlesyndication.com/referral	not_set	not_set	not_set	Пятница	not_set	19	59	32.2
www.google.kz/organic	none	not_set	Mobile	Суббота	not_set	34	293	11.6
googleads.g.doubleclick.net/campaigns	adwords (text)	not_set	Tablet	Среда	not_set	2	29	6.9
none	32559838.bukety_poisk	not_set	Desktop	Вторник	not_set	17	31	54.84
none	none	not_set	Tablet	Вторник	not_set	135	185	72.97
none	adwords	not_set	Desktop	Суббота	not_set	107	454	23.57
yandex/cpc	33205642.podarki_zhenshchinam_rf_poisk	not_set	not_set	not_set	not_set	236	1310	18.02
yandex/cpc	not_set	что подарить коллегам на работе 8 марта	Desktop	Суббота	not_set	28	52	53.85
googleads.g.doubleclick.net/campaigns	not_set	(adwords) notefood.ru	not_set	not_set	not_set	0	27	0
google/cpc	none	not_set	not_set	Пятница	not_set	6	37	16.22
none	33416113.8_marta_mo_mkb	not_set	not_set	Понедельник	not_set	35	30	116.67
none	not_set	not_set	not_set	not_set	skuchaet	38	43	88.37
googleads.g.doubleclick.net/campaigns	not_set	(adwords) bestgif.su	not_set	Четверг	not_set	2	49	4.08
yandex/cpc	not_set	шоколадный танк	not_set	Суббота	not_set	47	67	70.15
none	not_set	подарки для женщин	not_set	Среда	not_set	25	69	36.23
none	not_set	подарить маме	not_set	Воскресенье	not_set	13	57	22.81
yandex/cpc	not_set	букет из конфет	not_set	Суббота	not_set	33	86	38.37
none	not_set	оригинальные подарки на 8 марта	not_set	Вторник	not_set	12	44	27.27
yandex/cpc	not_set	подарки на 8 марта купить	not_set	Среда	not_set	23	53	43.4
yandex/cpc	not_set	not_set	Mobile	Суббота	fabrika	61	156	39.1
google/cpc	not_set	not_set	Desktop	not_set	not_set	13	24	54.17
none	32564661.bukety_set	not_set	Desktop	Среда	not_set	8	21	38.1
tpc.googlesyndication.com/referral	none	not_set	not_set	not_set	not_set	62	326	19.02
googleads.g.doubleclick.net/campaigns	not_set	(adwords) giftpic.ru	Mobile	Среда	not_set	18	119	15.13
yandex.ru/organic	not_set	none	Desktop	Пятница	not_set	11	35	31.43
google/cpc	not_set	(adwords) giftpic.ru	Mobile	Среда	not_set	27	184	14.67
yandex/cpc	not_set	необычные подарки на 8 марта	Desktop	Суббота	not_set	21	39	53.85
none	not_set	(adwords) giftpic.ru	Mobile	Четверг	not_set	2	23	8.7
none	not_set	(adwords) ladyelena.ru	not_set	not_set	not_set	9	53	16.98
none	not_set	шоколадный танк	not_set	not_set	not_set	245	239	102.51
googleads.g.doubleclick.net/campaigns	not_set	(adwords) halyava-besplatno.ru	not_set	not_set	not_set	4	29	13.79
yandex/cpc	not_set	конфаэль конфеты	not_set	not_set	not_set	44	34	129.41
none	33197691.8_marta_mo_set	not_set	not_set	Воскресенье	not_set	121	177	68.36
tpc.googlesyndication.com/referral	not_set	not_set	not_set	not_set	none	62	326	19.02
www.google.ru/organic	not_set	none	not_set	Пятница	not_set	240	575	41.74
yandex/cpc	not_set	подарочные наборы на 8 марта	not_set	Суббота	not_set	34	66	51.52
googleads.g.doubleclick.net/referral	not_set	not_set	not_set	Четверг	not_set	3	49	6.12
www.google.kz/organic	not_set	not_set	Mobile	Суббота	none	34	293	11.6
yandex/cpc	not_set	not_set	Other	Четверг	naidete	15	63	23.81
yandex/cpc	not_set	not_set	Desktop	Среда	naidete	322	1105	29.14
none	not_set	not_set	Tablet	Вторник	none	181	341	53.08
www.confael.ru/referral	not_set	not_set	Mobile	not_set	not_set	660	558	118.28
www.google.com/organic	not_set	not_set	not_set	Среда	not_set	65	286	22.73
yandex/cpc	33196823.8_marta_mo_poisk	not_set	Mobile	Пятница	not_set	27	106	25.47
none	33216759.podarki_zhenshchinam_rf_set	not_set	not_set	not_set	not_set	5	21	23.81
www.google.ru/organic	not_set	none	Mobile	Пятница	not_set	167	431	38.75
com.google.android.googlequicksearchbox/organic	none	not_set	not_set	Суббота	not_set	172	495	34.75
confaelshop.ru/direct entry	none	not_set	not_set	Среда	not_set	117	214	54.67
none	not_set	not_set	not_set	not_set	internet_mag	140	114	122.81
none	not_set	подарки к 8 марта сотрудницам	not_set	Понедельник	not_set	23	26	88.46
none	not_set	not_set	Mobile	Воскресенье	ruchnoj_raboty	30	21	142.86
none	not_set	(adwords) sovets.net	not_set	not_set	not_set	3	26	11.54
none	not_set	(adwords) povar.ru	not_set	not_set	not_set	6	47	12.77
yandex.ru/organic	not_set	not_set	Tablet	not_set	not_set	33	42	78.57
yandex/cpc	33196823.8_marta_mo_poisk	not_set	Desktop	Среда	not_set	158	457	34.57
yandex/cpc	32372867.brendovie_poisk	not_set	not_set	not_set	not_set	618	430	143.72
none	not_set	подарки девочкам на 8 марта	Mobile	Понедельник	not_set	4	24	16.67
none	not_set	подарок для мамы	Desktop	Суббота	not_set	1	22	4.55
googleads.g.doubleclick.net/campaigns	not_set	(adwords) poleznue-soveti.ru	Mobile	Четверг	not_set	0	24	0
none	not_set	оригинальные подарки на 8 марта	Mobile	Среда	not_set	2	28	7.14
google/cpc	not_set	(adwords) giftpic.ru	not_set	not_set	not_set	31	202	15.35
none	not_set	(adwords) 4damki.ru	not_set	not_set	not_set	22	127	17.32
yandex/cpc	32725023.deti_mo_poisk	not_set	not_set	Суббота	not_set	4	31	12.9
yandex/cpc	32372867.brendovie_poisk	not_set	not_set	Четверг	not_set	85	72	118.06
yandex/cpc	not_set	not_set	not_set	not_set	fabrika	436	1069	40.79
yandex/cpc	not_set	подарки девочкам на 8 марта	not_set	Суббота	not_set	29	100	29
www.google.com/organic	not_set	not_set	not_set	Пятница	not_set	43	102	42.16
yandex/cpc	not_set	not_set	Mobile	Воскресенье	recept	2	24	8.33
yandex/cpc	not_set	not_set	Mobile	Среда	naidete	230	1266	18.17
yandex/cpc	32505035.tovarnaya_rf_set	not_set	Desktop	Четверг	not_set	17	28	60.71
yandex/cpc	32587236.magaziny_rf_poisk	not_set	not_set	not_set	not_set	35	144	24.31
confaelshop.ru/direct entry	not_set	none	Desktop	Среда	not_set	57	79	72.15
none	not_set	подарить маме	Mobile	Среда	not_set	6	54	11.11
googleads.g.doubleclick.net/campaigns	not_set	(adwords) akakperevesti.ru	not_set	not_set	not_set	2	23	8.7
none	not_set	(adwords) darlike.ru	not_set	not_set	not_set	25	441	5.67
googleads.g.doubleclick.net/campaigns	not_set	(adwords) bestgif.su	not_set	not_set	not_set	5	85	5.88
none	33205642.podarki_zhenshchinam_rf_poisk	not_set	not_set	Суббота	not_set	39	234	16.67
yandex/cpc	not_set	not_set	Other	not_set	not_set	97	322	30.12
none	not_set	что подарить маме на 8 марта	not_set	Среда	not_set	31	103	30.1
none	not_set	(adwords) sbank-gid.ru	not_set	Пятница	not_set	1	24	4.17
none	not_set	not_set	not_set	not_set	karusel	41	92	44.57
yandex/cpc	not_set	not_set	not_set	Суббота	not_set	2627	6292	41.75
none	not_set	not_set	Mobile	Пятница	podarki_dlya_detej	47	35	134.29
yandex/cpc	not_set	not_set	Desktop	Суббота	otkrytki_iz_shoko	12	30	40
yandex/cpc	not_set	not_set	Desktop	Четверг	naidete	206	810	25.43
none	32559838.bukety_poisk	not_set	Mobile	Пятница	not_set	6	21	28.57
googleads.g.doubleclick.net/campaigns	not_set	(adwords) sekreti-domovodstva.ru	Mobile	Суббота	not_set	2	22	9.09
yandex/cpc	not_set	что подарить девушке на 8 марта	Mobile	Четверг	not_set	27	172	15.7
yandex/cpc	not_set	подарки на 8 марта купить	Desktop	Суббота	not_set	33	53	62.26
none	not_set	подарки коллегам по работе на 8 марта	not_set	not_set	not_set	61	139	43.88
yandex/cpc	not_set	сладкие открытки с днем рождения	not_set	not_set	not_set	17	88	19.32
tpc.googlesyndication.com/referral	not_set	none	not_set	not_set	not_set	62	326	19.02
yandex/cpc	not_set	варианты подарков на 8 марта	not_set	not_set	not_set	8	27	29.63
none	none	not_set	not_set	Четверг	not_set	1209	3967	30.48
none	32725047.bukety_mo_poisk	not_set	not_set	not_set	not_set	186	354	52.54
none	32505035.tovarnaya_rf_set	not_set	not_set	not_set	not_set	143	143	100
none/direct entry	not_set	not_set	Other	not_set	not_set	7	29	24.14
none	not_set	что подарить маме	not_set	Четверг	not_set	9	75	12
none	not_set	not_set	not_set	Воскресенье	not_set	3757	8042	46.72
yandex/cpc	not_set	not_set	not_set	not_set	naidete	2517	9238	27.25
none	not_set	not_set	Mobile	Суббота	ruchnoj_raboty	59	34	173.53
im/newsletter	not_set	not_set	Desktop	Суббота	none	63	49	128.57
yandex/cpc	33205640.podarki_zhenshchinam_mo_poisk	not_set	Tablet	Суббота	not_set	7	38	18.42
googleads.g.doubleclick.net/campaigns	adwords (text)	not_set	Tablet	Четверг	not_set	5	101	4.95
yandex/cpc	not_set	букет из конфет для мужчины	not_set	not_set	not_set	9	41	21.95
none	not_set	(adwords) karamellka.ru	not_set	not_set	not_set	12	40	30
googleads.g.doubleclick.net/campaigns	not_set	(adwords) kfs-menu.ru	not_set	not_set	not_set	0	26	0
yandex/cpc	not_set	что можно подарить девочкам на 8 марта	not_set	not_set	not_set	14	57	24.56
www.yandex.ru/organic	none	not_set	not_set	Суббота	not_set	25	32	78.12
yandex/cpc	32587236.magaziny_rf_poisk	not_set	not_set	Суббота	not_set	16	71	22.54
yandex/cpc	33205640.podarki_zhenshchinam_mo_poisk	not_set	not_set	not_set	not_set	524	2382	22
tpc.googlesyndication.com/referral	not_set	not_set	Desktop	not_set	not_set	19	132	14.39
yandex/cpc	not_set	кондитерский интернет магазин	not_set	Пятница	not_set	7	21	33.33
none	not_set	подарки для женщин	not_set	Четверг	not_set	7	35	20
www.google.ru/organic	not_set	not_set	not_set	Четверг	not_set	652	2669	24.43
google/cpc	not_set	not_set	not_set	Среда	not_set	55	267	20.6
none	not_set	not_set	not_set	not_set	recept	1247	3830	32.56
none	not_set	not_set	Tablet	Четверг	naidete	10	67	14.93
none	march_8_march_2018	not_set	Desktop	Вторник	not_set	60	51	117.65
yandex/cpc	not_set	подарить девушке	Mobile	Суббота	not_set	12	63	19.05
none	not_set	(adwords) joom-ru.ru	not_set	not_set	not_set	5	24	20.83
none	not_set	купить подарок на 8 марта недорого	not_set	not_set	not_set	12	30	40
none	not_set	что подарить коллегам на 8 марта	not_set	not_set	not_set	44	154	28.57
yandex/cpc	32725046.otkrytki_mo_poisk	not_set	not_set	not_set	not_set	36	28	128.57
vk/cpc	not_set	not_set	Mobile	not_set	not_set	51	80	63.75
none	not_set	что подарить девушке на 8 марта	not_set	Вторник	not_set	42	144	29.17
none	32372867.brendovie_poisk	not_set	not_set	Пятница	not_set	93	67	138.81
confaelshop.ru/direct entry	not_set	not_set	not_set	Среда	not_set	117	214	54.67
www.google.kz/organic	not_set	not_set	not_set	Суббота	not_set	62	491	12.63
yandex/cpc	not_set	not_set	not_set	not_set	podarki_dlya_detej	495	350	141.43
none	33205640.podarki_zhenshchinam_mo_poisk	not_set	Mobile	Понедельник	not_set	55	223	24.66
googleads.g.doubleclick.net/campaigns	not_set	(adwords) 4damki.ru	Mobile	Суббота	not_set	2	27	7.41
yandex/cpc	not_set	подарки для женщин	Desktop	Среда	not_set	8	26	30.77
googleads.g.doubleclick.net/campaigns	not_set	(adwords) 2018-2018.ru	not_set	not_set	not_set	0	25	0
none	not_set	подарок для девушки	not_set	not_set	not_set	175	583	30.02
none	adwords (text)	not_set	not_set	not_set	not_set	597	5338	11.18
none	33196823.8_marta_mo_poisk	not_set	not_set	not_set	not_set	2393	6453	37.08
none	not_set	not_set	Tablet	Воскресенье	none	212	446	47.53
none	not_set	not_set	Other	Воскресенье	naidete	6	33	18.18
none/direct entry	not_set	none	not_set	Среда	not_set	171	622	27.49
yandex/cpc	not_set	что подарить жене на 8 марта	not_set	Суббота	not_set	16	85	18.82
confaelshop.ru/direct entry	not_set	not_set	Desktop	not_set	not_set	416	617	67.42
none	32725067.magaziny_mo_poisk	not_set	not_set	Суббота	not_set	37	75	49.33
none	not_set	not_set	not_set	not_set	razviv_igry	9	43	20.93
none	none	not_set	Tablet	Воскресенье	not_set	150	196	76.53
yandex/cpc	33196823.8_marta_mo_poisk	not_set	Other	Суббота	not_set	16	44	36.36
none	not_set	необычные подарки на 8 марта	Desktop	Понедельник	not_set	11	41	26.83
yandex/cpc	not_set	подарки на 8 марта	Desktop	Среда	not_set	24	78	30.77
yandex/cpc	not_set	подарок для девушки	Desktop	Среда	not_set	8	29	27.59
none	not_set	подарок для мамы	Mobile	Четверг	not_set	5	33	15.15
none	not_set	подарок на восьмое марта	not_set	not_set	not_set	9	30	30
yandex/cpc	not_set	подарки на 8 марта коллегам	not_set	not_set	not_set	70	109	64.22
googleads.g.doubleclick.net/campaigns	not_set	not_set	not_set	Четверг	not_set	279	2747	10.16
none	not_set	not_set	Desktop	Понедельник	banner_8_mar	48	49	97.96
none	not_set	необычные подарки на 8 марта	not_set	Вторник	not_set	18	59	30.51
yandex/cpc	not_set	что подарить жене на 8 марта	not_set	Среда	not_set	13	113	11.5
none	not_set	(adwords) diskontnie-karty-let.ru	not_set	Пятница	not_set	1	23	4.35
tpc.googlesyndication.com/referral	not_set	not_set	Mobile	not_set	not_set	28	132	21.21
none	33416113.8_marta_mo_mkb	not_set	not_set	Воскресенье	not_set	24	26	92.31
none	none	not_set	not_set	Вторник	not_set	2098	3694	56.79
none	not_set	not_set	not_set	not_set	ogromn_assortim	13	21	61.9
googleads.g.doubleclick.net/campaigns	adwords	not_set	Tablet	Суббота	not_set	67	369	18.16
none	not_set	подарить девушке	Mobile	Четверг	not_set	12	71	16.9
none	not_set	подарки на 8 марта коллегам	Desktop	Воскресенье	not_set	21	27	77.78
yandex/cpc	not_set	что подарить подруге на 8 марта	Mobile	Суббота	not_set	10	35	28.57
yandex/cpc	not_set	подарок маме на 8 марта	Mobile	Суббота	not_set	6	24	25
yandex/cpc	not_set	интересные подарки 8 марта	not_set	not_set	not_set	12	33	36.36
none	march_8_march_2018	not_set	not_set	not_set	not_set	140	140	100
www.google.com/organic	not_set	not_set	not_set	Суббота	not_set	129	433	29.79
googleads.g.doubleclick.net/referral	not_set	not_set	Mobile	Четверг	none	2	44	4.55
none	not_set	что подарить коллегам на 8 марта недорогое	not_set	Суббота	not_set	8	26	30.77
confaelshop.ru/direct entry	not_set	not_set	Mobile	not_set	not_set	352	870	40.46
yandex/cpc	none	not_set	not_set	Среда	not_set	20	42	47.62
yandex/cpc	33197318.8_marta_rf_poisk	not_set	Desktop	Суббота	not_set	161	582	27.66
none	adwords	not_set	Tablet	Понедельник	not_set	21	125	16.8
googleads.g.doubleclick.net/referral	none	not_set	Mobile	Четверг	not_set	2	44	4.55
none	not_set	not_set	not_set	not_set	shoko_podarki	227	508	44.69
none	not_set	подарок для девушки	Mobile	Воскресенье	not_set	14	51	27.45
none	not_set	подарки на 8 марта коллегам	Desktop	Суббота	not_set	15	23	65.22
yandex/cpc	32725074.magaziny_mo_set	not_set	not_set	not_set	not_set	77	103	74.76
yandex/cpc	not_set	что подарить коллегам на 8 марта	not_set	not_set	not_set	26	89	29.21
none	not_set	что можно подарить девушке на 8 марта	not_set	not_set	not_set	26	136	19.12
confaelshop.ru/direct entry	not_set	not_set	not_set	Воскресенье	not_set	39	46	84.78
none	not_set	not_set	Mobile	Среда	fabrika	34	69	49.28
www.google.ru/organic	not_set	not_set	Desktop	Пятница	none	62	117	52.99
www.google.ru/organic	not_set	not_set	Tablet	Суббота	none	70	145	48.28
yandex/cpc	not_set	что подарить девушке на 8 марта	not_set	Пятница	not_set	7	28	25
confaelshop.ru/direct entry	none	not_set	not_set	Воскресенье	not_set	39	46	84.78
yandex/cpc	33205642.podarki_zhenshchinam_rf_poisk	not_set	Desktop	Четверг	not_set	21	122	17.21
www.google.ru/organic	none	not_set	Desktop	Пятница	not_set	62	117	52.99
www.google.ru/organic	none	not_set	Tablet	Суббота	not_set	70	145	48.28
none	not_set	not_set	not_set	not_set	banner_8_mar	170	177	96.05
yandex/cpc	not_set	not_set	Tablet	not_set	not_set	428	993	43.1
none	not_set	подарки для женщин	Mobile	Вторник	not_set	3	29	10.34
none	not_set	подарок для мамы	Mobile	Суббота	not_set	2	23	8.7
yandex/cpc	not_set	что можно подарить подруге на 8 марта	not_set	not_set	not_set	6	24	25
googleads.g.doubleclick.net/campaigns	adwords (image)	not_set	not_set	not_set	not_set	14	69	20.29
www.google.ru/organic	not_set	not_set	not_set	Среда	not_set	494	1838	26.88
yandex.ru/organic	not_set	not_set	Desktop	Среда	none	22	26	84.62
yandex/cpc	not_set	шоколадный танк	not_set	Среда	not_set	27	33	81.82
yandex.ru/organic	none	not_set	Desktop	Среда	not_set	22	26	84.62
yandex.ru/organic	not_set	not_set	not_set	not_set	none	280	419	66.83
www.google.com/organic	none	not_set	not_set	Суббота	not_set	129	433	29.79
yandex.ru/organic	not_set	none	Desktop	Среда	not_set	22	26	84.62
none	not_set	подарки на 8 марта	Desktop	Среда	not_set	20	66	30.3
none	not_set	подарить девушке	Mobile	Суббота	not_set	10	50	20
none	not_set	(adwords) legkovmeste.ru	not_set	not_set	not_set	22	83	26.51
yandex/cpc	33196823.8_marta_mo_poisk	not_set	not_set	not_set	not_set	1546	4647	33.27
www.google.kz/organic	not_set	not_set	not_set	Пятница	not_set	10	61	16.39
none	not_set	not_set	Desktop	Суббота	none	1068	1830	58.36
www.google.ru/organic	not_set	none	not_set	Четверг	not_set	652	2669	24.43
none	not_set	что подарить одноклассницам на 8 марта	not_set	Понедельник	not_set	6	33	18.18
none	adwords (text)	not_set	Tablet	Пятница	not_set	12	65	18.46
none	adwords	not_set	Tablet	Пятница	not_set	17	121	14.05
googleads.g.doubleclick.net/campaigns	adwords	not_set	Tablet	Среда	not_set	14	94	14.89
googleads.g.doubleclick.net/referral	not_set	not_set	Mobile	not_set	not_set	23	198	11.62
yandex/cpc	not_set	not_set	not_set	not_set	suvenirov	269	335	80.3
none	33197691.8_marta_mo_set	not_set	not_set	Понедельник	not_set	95	155	61.29
googleads.g.doubleclick.net/campaigns	not_set	not_set	Mobile	not_set	not_set	622	5486	11.34
none	not_set	что подарить девочке на 8 марта	Mobile	Суббота	not_set	2	21	9.52
yandex/cpc	not_set	подарок маме на 8 марта	Mobile	Среда	not_set	7	27	25.93
none	not_set	подарок бабушке на 8 марта	not_set	not_set	not_set	15	34	44.12
yandex/cpc	not_set	что подарить сестре на 8 марта	not_set	not_set	not_set	8	58	13.79
none	adwords (text_image)	not_set	not_set	not_set	not_set	6	42	14.29
none	not_set	not_set	Other	Четверг	naidete	12	32	37.5
none	not_set	not_set	Desktop	Воскресенье	banner_8_mar	35	38	92.11
googleads.g.doubleclick.net/campaigns	not_set	not_set	Desktop	Суббота	not_set	213	1162	18.33
yandex/cpc	not_set	что подарить маме на 8 марта	not_set	Среда	not_set	42	155	27.1
none	adwords (text)	not_set	Other	Суббота	not_set	4	21	19.05
yandex/cpc	not_set	not_set	not_set	not_set	ruchnoj_raboty	207	145	142.76
www.google.kz/organic	none	not_set	not_set	Суббота	not_set	62	491	12.63
yandex/cpc	not_set	что подарить девушке на 8 марта	Mobile	Суббота	not_set	20	103	19.42
none	not_set	что подарить девочке на 8 марта	Desktop	Суббота	not_set	6	22	27.27
none	not_set	что подарить коллегам на 8 марта	Desktop	Суббота	not_set	8	25	32
im/newsletter	not_set	logo	not_set	not_set	not_set	46	35	131.43
yandex/cpc	not_set	кондитерские магазины в москве	not_set	not_set	not_set	10	33	30.3
yandex.ru/organic	none	not_set	not_set	not_set	not_set	280	419	66.83
www.google.kz/organic	not_set	not_set	Mobile	not_set	not_set	93	839	11.08
none	not_set	not_set	Tablet	Воскресенье	naidete	44	156	28.21
none	not_set	not_set	Mobile	Воскресенье	podarki_dlya_detej	45	24	187.5
googleads.g.doubleclick.net/campaigns	not_set	not_set	Mobile	Суббота	not_set	289	1930	14.97
none	not_set	подарок маме на 8 марта	not_set	Понедельник	not_set	14	48	29.17
none	not_set	подарки на 8 марта	not_set	Четверг	not_set	14	68	20.59
none	32725047.bukety_mo_poisk	not_set	Desktop	Понедельник	not_set	22	23	95.65
none	33197318.8_marta_rf_poisk	not_set	Desktop	Среда	not_set	99	307	32.25
none	none	not_set	Desktop	Суббота	not_set	855	1005	85.07
googleads.g.doubleclick.net/campaigns	adwords	not_set	Desktop	Суббота	not_set	132	658	20.06
none	march_return_money_ac_2018	not_set	not_set	Воскресенье	not_set	52	26	200
none	not_set	not_set	not_set	not_set	suvenirov	360	349	103.15
none/direct entry	not_set	not_set	Desktop	not_set	not_set	183	323	56.66
none	not_set	подарки на 8 марта коллегам	Mobile	Воскресенье	not_set	20	43	46.51
confaelshop.ru/direct entry	not_set	not_set	not_set	Четверг	not_set	126	356	35.39
none	adwords (image)	not_set	not_set	not_set	not_set	16	84	19.05
none	not_set	подарок подруге на 8 марта	not_set	not_set	not_set	9	31	29.03
googleads.g.doubleclick.net/campaigns	not_set	(adwords) chtomnepodarit.ru	not_set	not_set	not_set	8	37	21.62
yandex/cpc	not_set	not_set	Tablet	Суббота	naidete	79	215	36.74
yandex/cpc	not_set	not_set	Desktop	Пятница	naidete	40	130	30.77
yandex/cpc	not_set	not_set	Other	Четверг	recept	4	24	16.67
googleads.g.doubleclick.net/campaigns	not_set	(adwords) sbank-gid.ru	not_set	Суббота	not_set	2	37	5.41
none	not_set	букет из конфет купить	not_set	Суббота	not_set	6	21	28.57
none	not_set	подарок на 8 марта девушке	not_set	Воскресенье	not_set	12	34	35.29
none	not_set	подарить девушке	not_set	Вторник	not_set	22	51	43.14
none	not_set	(adwords) nyaskory.ru	not_set	Суббота	not_set	7	34	20.59
www.google.com/organic	not_set	not_set	Desktop	Суббота	not_set	10	36	27.78
yandex/cpc	32372867.brendovie_poisk	not_set	Desktop	Суббота	not_set	109	60	181.67
none	32372867.brendovie_poisk	not_set	Desktop	Вторник	not_set	72	34	211.76
confaelshop.ru/campaigns	not_set	not_set	not_set	not_set	none	46	39	117.95
127.0.0.1/referral	not_set	not_set	Mobile	not_set	not_set	0	24	0
yandex/cpc	not_set	что подарить подруге на 8 марта	Desktop	Суббота	not_set	7	29	24.14
none	not_set	подарить маме	Desktop	Воскресенье	not_set	6	35	17.14
yandex/cpc	33197318.8_marta_rf_poisk	not_set	not_set	Среда	not_set	181	784	23.09
yandex/cpc	32587236.magaziny_rf_poisk	not_set	not_set	Пятница	not_set	6	28	21.43
none	adwords (text,image)	not_set	not_set	not_set	not_set	15	109	13.76
none/direct entry	not_set	not_set	not_set	Пятница	not_set	108	354	30.51
tpc.googlesyndication.com/referral	not_set	not_set	not_set	Четверг	not_set	4	41	9.76
none	not_set	not_set	Tablet	Понедельник	recept	21	56	37.5
yandex/cpc	not_set	not_set	Mobile	Четверг	recept	65	400	16.25
yandex/cpc	not_set	букет из конфет	not_set	Среда	not_set	18	46	39.13
yandex/cpc	not_set	not_set	Mobile	Суббота	not_set	944	2723	34.67
none	not_set	not_set	Other	Понедельник	not_set	29	96	30.21
none/direct entry	not_set	not_set	Mobile	Пятница	not_set	66	262	25.19
none	adwords (text)	not_set	Tablet	Четверг	not_set	5	86	5.81
yandex/cpc	33196823.8_marta_mo_poisk	not_set	Tablet	Суббота	not_set	70	172	40.7
none	32372867.brendovie_poisk	not_set	Mobile	Вторник	not_set	56	42	133.33
none	not_set	not_set	not_set	not_set	karusel_2	17	26	65.38
www.google.kz/organic	not_set	not_set	Desktop	not_set	not_set	40	257	15.56
google/cpc	not_set	none	Mobile	Среда	not_set	20	52	38.46
yandex/cpc	32725044.tovarnaya_mo_set	not_set	not_set	Среда	not_set	33	41	80.49
googleads.g.doubleclick.net/referral	not_set	not_set	not_set	Суббота	not_set	16	126	12.7
yandex/cpc	not_set	подарить свекрови	not_set	not_set	not_set	4	25	16
none	32587236.magaziny_rf_poisk	not_set	not_set	not_set	not_set	43	155	27.74
confaelshop.ru/direct entry	not_set	not_set	Mobile	Четверг	none	55	211	26.07
none	not_set	not_set	Tablet	Пятница	none	102	340	30
none	not_set	креативные подарки на 8 марта	not_set	not_set	not_set	28	77	36.36
none	not_set	что можно подарить бабушке	not_set	not_set	not_set	3	24	12.5
none	not_set	подарки на 8 марта екатеринбург	not_set	not_set	not_set	19	34	55.88
none	not_set	(adwords) www.youtube.com	not_set	not_set	not_set	15	74	20.27
none	not_set	(adwords) xn----8sbokfktgqcjmg0dp.xn--p1ai	not_set	not_set	not_set	4	85	4.71
yandex/cpc	not_set	подарки на 8 марта коллегам	not_set	Суббота	not_set	53	75	70.67
yandex/cpc	not_set	подарочные наборы на 8 марта	not_set	Среда	not_set	10	30	33.33
none	not_set	подарочные корзины на 8 марта	not_set	Суббота	not_set	23	34	67.65
none	not_set	not_set	Mobile	Пятница	not_set	782	2476	31.58
confaelshop.ru/direct entry	not_set	not_set	not_set	not_set	none	850	1661	51.17
googleads.g.doubleclick.net/campaigns	adwords	not_set	Mobile	Суббота	not_set	143	734	19.48
none	not_set	none	Tablet	Среда	not_set	74	132	56.06
yandex/cpc	not_set	конфаэль	Mobile	Пятница	not_set	34	22	154.55
yandex/cpc	not_set	подарить маме	Desktop	Среда	not_set	8	62	12.9
yandex/cpc	not_set	подарок для девушки	Mobile	Среда	not_set	19	85	22.35
none	not_set	подарок для мамы	Desktop	Четверг	not_set	5	31	16.13
yandex/cpc	not_set	not_set	not_set	Пятница	ruchnoj_raboty	27	21	128.57
google/cpc	not_set	not_set	Tablet	not_set	not_set	3	23	13.04
com.google.android.googlequicksearchbox/organic	not_set	not_set	not_set	Суббота	not_set	172	495	34.75
none	not_set	not_set	Desktop	Суббота	podarki_dlya_detej	90	39	230.77
yandex/cpc	not_set	подарки на 8 марта купить в москве	not_set	not_set	not_set	18	45	40
yandex/cpc	33216759.podarki_zhenshchinam_rf_set	not_set	not_set	not_set	not_set	8	21	38.1
www.google.ru/organic	not_set	none	not_set	Воскресенье	not_set	35	98	35.71
googleads.g.doubleclick.net/campaigns	not_set	(adwords) sekreti-domovodstva.ru	not_set	Суббота	not_set	2	28	7.14
none	not_set	подарки на 8 марта купить	not_set	Среда	not_set	23	51	45.1
